번호,본부,사업소,팀,작업명,위험요인,안전조치방법,빈도,강도,위험성
27,경북본부,안동신호제어사업소,,신호기장치 점검․보수작업,"(8) 웨어러블 에어백 착용 작업 시 행동 둔화 및 불균형으로 인한 추락, 부딪힘(부딪힘, 불균형 및 무리한 동작)",,,,
28,경북본부,안동신호제어사업소,,신호기장치 점검․보수작업,(9) 터널 내 신호기 작업 시 상부케이블 레일과 머리 부딪힘(부딪힘), 안전교육 시행,,,
29,경북본부,안동신호제어사업소,,신호기장치 점검․보수작업,(9) 터널 내 신호기 작업 시 상부케이블 레일과 머리 부딪힘(부딪힘), 안전보호구 착용,,,
30,경북본부,안동신호제어사업소,,신호기장치 점검․보수작업,(9) 터널 내 신호기 작업 시 상부케이블 레일과 머리 부딪힘(부딪힘),,,,
31,경북본부,안동신호제어사업소,,신호기장치 점검․보수작업,(10) 주상 작업 시 상부 전차선로(특고압) 인접 공기구 사용에 의한 유도전압으로 감전(감전), 안전교육 시행,,,
32,경북본부,안동신호제어사업소,,신호기장치 점검․보수작업,(10) 주상 작업 시 상부 전차선로(특고압) 인접 공기구 사용에 의한 유도전압으로 감전(감전), 안전보호구 착용,,,
33,경북본부,안동신호제어사업소,,신호기장치 점검․보수작업,(10) 주상 작업 시 상부 전차선로(특고압) 인접 공기구 사용에 의한 유도전압으로 감전(감전), 절연공기구 사용,,,
34,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(1) 전환시험 시 텅레일과 기본레일 끼임(끼임), 안전교육 시행,,,
35,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(1) 전환시험 시 텅레일과 기본레일 끼임(끼임), 안전보호구 착용,,,
36,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(1) 전환시험 시 텅레일과 기본레일 끼임(끼임), 열차운행정보 교환 및 열차감시자 배치,,,
37,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(2) 점검 및 이동 시 간류에 걸려 넘어짐(넘어짐), 안전교육 시행,,,
38,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(2) 점검 및 이동 시 간류에 걸려 넘어짐(넘어짐), 안전보호구 착용,,,
39,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(2) 점검 및 이동 시 간류에 걸려 넘어짐(넘어짐), 지적확인 환호응답 시행,,,
40,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(3) 전환력 측정 및 단자류 점검 시 감전(감전), 안전교육 시행,,,
41,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(3) 전환력 측정 및 단자류 점검 시 감전(감전), 안전보호구(절연장갑) 착용,,,
42,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(3) 전환력 측정 및 단자류 점검 시 감전(감전), 전원 차단 후 작업,,,
43,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(4) 너트류 이완 조임 시 공구사용 미숙으로 넘어짐(넘어짐), 안전교육 시행,,,
44,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(4) 너트류 이완 조임 시 공구사용 미숙으로 넘어짐(넘어짐), 안전보호구 착용,,,
45,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(4) 너트류 이완 조임 시 공구사용 미숙으로 넘어짐(넘어짐), 작업 전 스트레칭 실시,,,
46,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(5) 선로전환기 덮개 개방 시 불안전한 자세로 인한 허리통증(요통), 안전교육 시행,,,
47,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(5) 선로전환기 덮개 개방 시 불안전한 자세로 인한 허리통증(요통), 안전보호구 착용,,,
48,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(5) 선로전환기 덮개 개방 시 불안전한 자세로 인한 허리통증(요통), 작업 전 스트레칭 실시,,,
49,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(5) 선로전환기 덮개 개방 시 불안전한 자세로 인한 허리통증(요통), 중량물 운반 시 최소 2인 이상 작업,,,
50,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(6) 밀착 쇄정 조정 등 작업 시 첨단에 발 끼임(끼임), 안전교육 시행,,,
51,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(6) 밀착 쇄정 조정 등 작업 시 첨단에 발 끼임(끼임), 안전보호구 착용,,,
52,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(6) 밀착 쇄정 조정 등 작업 시 첨단에 발 끼임(끼임), 열차운행정보 교환 및 열차감시자 배치,,,
53,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(7) 점검 중 열차에 접촉 우려(부딪힘), 안전교육 시행,,,
54,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(7) 점검 중 열차에 접촉 우려(부딪힘), 안전보호구 착용,,,
55,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(7) 점검 중 열차에 접촉 우려(부딪힘), 열차운행정보 교환 및 열차감시자 배치,,,
56,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(8) MJ81 수동 전환 시 불안정 자세(넘어짐),안전교육 시행,,,
57,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(8) MJ81 수동 전환 시 불안정 자세(넘어짐),안전보호구 착용,,,
58,경북본부,안동신호제어사업소,,선로전환기장치 점검․보수작업,(8) MJ81 수동 전환 시 불안정 자세(넘어짐),수동 전환 시 2인 1조 작업 시행,,,
59,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(1) 히팅장치 문 개방 후 작업 시 문에 부딪힘(충돌), 안전교육 시행,,,
60,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(1) 히팅장치 문 개방 후 작업 시 문에 부딪힘(충돌), 안전보호구 착용,,,
61,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(2) 히팅바 교체 시 레일 연결부에 끼임(끼임), 안전교육 시행,,,
62,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(2) 히팅바 교체 시 레일 연결부에 끼임(끼임), 안전보호구 착용,,,
63,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(2) 히팅바 교체 시 레일 연결부에 끼임(끼임), 무선교신 및 지적확인 시행,,,
64,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(2) 히팅바 교체 시 레일 연결부에 끼임(끼임), 협착방지기구 설치 후 작업,,,
65,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(3) 제설 작업 시 분기부 첨단에 끼임(끼임), 안전교육 시행,,,
66,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(3) 제설 작업 시 분기부 첨단에 끼임(끼임), 안전보호구 착용,,,
67,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(3) 제설 작업 시 분기부 첨단에 끼임(끼임), 무선교신 및 지적확인 시행,,,
68,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(3) 제설 작업 시 분기부 첨단에 끼임(끼임), 협착방지기구 설치 후 작업,,,
69,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,"(4) 제설 작업 시 상판, 침목, 레일에 미끄러져 넘어짐(전도, 넘어짐)", 안전교육 시행,,,
70,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,"(4) 제설 작업 시 상판, 침목, 레일에 미끄러져 넘어짐(전도, 넘어짐)", 안전보호구 착용,,,
71,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,"(4) 제설 작업 시 상판, 침목, 레일에 미끄러져 넘어짐(전도, 넘어짐)", 이동통로 결빙 상태 확인 ,,,
72,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,"(4) 제설 작업 시 상판, 침목, 레일에 미끄러져 넘어짐(전도, 넘어짐)", 지적확인 환호응답 시행,,,
73,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,"(5) 히팅바 동작 확인 시 고온의 히팅바에 데임(이상온도, 기타화상)", 안전교육 시행,,,
74,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,"(5) 히팅바 동작 확인 시 고온의 히팅바에 데임(이상온도, 기타화상)", 안전보호구 착용,,,
75,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(6) 작업을 위해 선로변 이동 시 열차 접촉(충돌), 안전교육 시행,,,
76,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(6) 작업을 위해 선로변 이동 시 열차 접촉(충돌), 안전보호구 착용,,,
77,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(6) 작업을 위해 선로변 이동 시 열차 접촉(충돌), 열차진행방향 선로변 이동 ,,,
78,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(6) 작업을 위해 선로변 이동 시 열차 접촉(충돌), 인접역 열차운행정보 수시 교환,,,
79,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(7) 전원부 작업 시 감전 우려(감전), 안전교육 시행,,,
80,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(7) 전원부 작업 시 감전 우려(감전), 안전보호구(절연장갑) 착용,,,
81,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(7) 전원부 작업 시 감전 우려(감전), 전원 차단 후 작업,,,
82,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(8) 점검 작업 중 인접선로 열차와 접촉 우려(부딪힘), 안전교육 시행,,,
83,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(8) 점검 작업 중 인접선로 열차와 접촉 우려(부딪힘), 안전보호구 착용,,,
84,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(8) 점검 작업 중 인접선로 열차와 접촉 우려(부딪힘), 열차운행정보 교환 및 열차감시자 배치,,,
85,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(9) 히팅 열선 교체 작업 시 전차선 접촉 우려(감전), 안전교육 시행,,,
86,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(9) 히팅 열선 교체 작업 시 전차선 접촉 우려(감전), 안전보호구 착용,,,
87,경북본부,안동신호제어사업소,,분기기히팅장치 점검․보수작업,(9) 히팅 열선 교체 작업 시 전차선 접촉 우려(감전), 열선 교체 작업 시 2인 1조 작업,,,
88,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,(1) 시설레일 교환 부대작업 시 모터카 운행에 따른 부딪힘 위험이 있음(부딪힘), 안전교육 시행,,,
89,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,(1) 시설레일 교환 부대작업 시 모터카 운행에 따른 부딪힘 위험이 있음(부딪힘), 안전보호구 착용,,,
90,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,(1) 시설레일 교환 부대작업 시 모터카 운행에 따른 부딪힘 위험이 있음(부딪힘), 열차운행정보 교환 및 열차감시자 배치,,,
91,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,(1) 시설레일 교환 부대작업 시 모터카 운행에 따른 부딪힘 위험이 있음(부딪힘), 작업하는 주위반경에는 사람이 ,,,
92,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,(1) 시설레일 교환 부대작업 시 모터카 운행에 따른 부딪힘 위험이 있음(부딪힘),접근하지 않도록 조치 후 작업,,,
93,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,"(2) 레일본드선 설치 시 발전기, 드릴 등 무거운 공구를 단독으로 운반 시 허리 통증 (요통)", 안전교육 시행,,,
94,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,"(2) 레일본드선 설치 시 발전기, 드릴 등 무거운 공구를 단독으로 운반 시 허리 통증 (요통)", 안전보호구 착용,,,
95,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,"(2) 레일본드선 설치 시 발전기, 드릴 등 무거운 공구를 단독으로 운반 시 허리 통증 (요통)", 작업 전 스트레칭 실시,,,
96,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,"(2) 레일본드선 설치 시 발전기, 드릴 등 무거운 공구를 단독으로 운반 시 허리 통증 (요통)", 중량물 운반 시 최소 2인 이상 작업,,,
97,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,"(2) 레일본드선 설치 시 발전기, 드릴 등 무거운 공구를 단독으로 운반 시 허리 통증 (요통)", 운반용 소형 호니카 사용,,,
98,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,"(3) 교량 위 레일본드선 정리 작업, 천공 작업 시 불안정한 자세로 추락위험이 있음(떨어짐)", 안전교육 시행,,,
99,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,"(3) 교량 위 레일본드선 정리 작업, 천공 작업 시 불안정한 자세로 추락위험이 있음(떨어짐)", 안전보호구 착용,,,
100,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,(4) 드릴 천공 작업 시 보안경 미착용에 따른 이물질이 눈에 들어갈 수 있음(기타), 안전교육 시행,,,
101,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,(4) 드릴 천공 작업 시 보안경 미착용에 따른 이물질이 눈에 들어갈 수 있음(기타), 안전보호구(보안경) 착용,,,
102,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,(4) 드릴 천공 작업 시 보안경 미착용에 따른 이물질이 눈에 들어갈 수 있음(기타), 작업하는 주위반경에는 사람이 ,,,
103,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,(4) 드릴 천공 작업 시 보안경 미착용에 따른 이물질이 눈에 들어갈 수 있음(기타),접근하지 않도록 조치 후 작업,,,
104,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,(5) 궤도회로 임펄스 임피던스본드 송ㆍ , 안전교육 시행,,,
105,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,착전 중성바 이완 조임 시 절연장갑 미착용으로 인한 감전의 위험이 있음, 절연장갑 등 안전보호구 착용 및 ,,,
106,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,(감전),전원 차단 후 작업,,,
107,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,(6) 역간 시설물 점검을 위해 진ㆍ출입 시, 안전교육 시행,,,
108,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,경사면에서 넘어짐(넘어짐), 안전보호구 착용,,,
109,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,경사면에서 넘어짐(넘어짐), 사전 주변 환경 파악 후 작업 시행,,,
110,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,"(7) 공기구(발전기, 드릴등) 사용 시 ", 안전교육 시행,,,
111,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,소음으로 인한 인접선 열차 감시 , 안전보호구 착용,,,
112,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,부주의로 접촉 우려(부딪힘), 공기구 사용 주의사항 숙지,,,
113,경북본부,안동신호제어사업소,,궤도회로장치 점검․보수작업,부주의로 접촉 우려(부딪힘), 저소음 발전기 사용,,,
114,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(1) 전원부 작업 중 고전압에 접촉되어 감전(감전, 기타화상)", 안전교육 시행,,,
115,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(1) 전원부 작업 중 고전압에 접촉되어 감전(감전, 기타화상)", 안전보호구(절연장갑) 착용,,,
116,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(1) 전원부 작업 중 고전압에 접촉되어 감전(감전, 기타화상)", 전원 차단 후 작업,,,
117,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(2) 기구함 문에 손가락이 끼여 다칠 우려(끼임, 기타골절)", 안전교육 시행,,,
118,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(2) 기구함 문에 손가락이 끼여 다칠 우려(끼임, 기타골절)", 안전보호구 착용,,,
119,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(3) 터널 내 작업 중 먼지 등 흡입 또는 소음으로 인한 질병 발생(진폐, 난청)", 안전교육 시행,,,
120,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(3) 터널 내 작업 중 먼지 등 흡입 또는 소음으로 인한 질병 발생(진폐, 난청)", 안전보호구(방진마스크) 착용,,,
121,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(4) 선로 근접 작업으로 인한 열차와 접촉 발생(부딪힘, 기타중상)", 안전교육 시행,,,
122,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(4) 선로 근접 작업으로 인한 열차와 접촉 발생(부딪힘, 기타중상)", 안전보호구 착용,,,
123,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(4) 선로 근접 작업으로 인한 열차와 접촉 발생(부딪힘, 기타중상)", 열차운행정보 교환 및 열차감시자 배치,,,
124,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(5) 우기철 지반 침하 또는 동절기 서리로 인한 이동 중 다침(넘어짐, 기타골절)", 안전교육 시행,,,
125,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(5) 우기철 지반 침하 또는 동절기 서리로 인한 이동 중 다침(넘어짐, 기타골절)", 안전보호구 착용,,,
126,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(5) 우기철 지반 침하 또는 동절기 서리로 인한 이동 중 다침(넘어짐, 기타골절)", 사전 주변 환경 파악 후 작업 시행,,,
127,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(6) 긴급 보수 출동 중 차량 접촉 사고 우려가 있음(부딪힘, 기타중상)", 안전교육 시행,,,
128,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(6) 긴급 보수 출동 중 차량 접촉 사고 우려가 있음(부딪힘, 기타중상)", 안전보호구 착용,,,
129,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(6) 긴급 보수 출동 중 차량 접촉 사고 우려가 있음(부딪힘, 기타중상)", 차량 운행 시 교통법규 준수,,,
130,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,(7) 역간 시설물 점검을 위해 진ㆍ출입시 경사면에서 넘어짐(넘어짐), 안전교육 시행,,,
131,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,(7) 역간 시설물 점검을 위해 진ㆍ출입시 경사면에서 넘어짐(넘어짐), 안전보호구 착용,,,
132,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,(7) 역간 시설물 점검을 위해 진ㆍ출입시 경사면에서 넘어짐(넘어짐), 사전 주변 환경 파악 후 작업 시행,,,
133,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(8) 폐색 기구함 전,후면 작업 시 이동중 열차와 접촉(부딪힘)", 안전교육 시행,,,
134,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(8) 폐색 기구함 전,후면 작업 시 이동중 열차와 접촉(부딪힘)", 안전보호구 착용,,,
135,경북본부,안동신호제어사업소,,폐색장치 점검․보수작업,"(8) 폐색 기구함 전,후면 작업 시 이동중 열차와 접촉(부딪힘)", 열차운행정보 교환 및 열차감시자 배치,,,
136,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(1) 전도 주시 소홀로 열린 랙 문에 부딪힘(부딪힘), 안전교육 시행,,,
137,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(1) 전도 주시 소홀로 열린 랙 문에 부딪힘(부딪힘), 안전보호구 착용,,,
138,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(1) 전도 주시 소홀로 열린 랙 문에 부딪힘(부딪힘), 지적확인 환호응답 실시,,,
139,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(2) 협소한 작업공간으로 다른 작업자와 부딪힘(부딪힘), 안전교육 시행,,,
140,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(2) 협소한 작업공간으로 다른 작업자와 부딪힘(부딪힘), 안전보호구 착용,,,
141,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(2) 협소한 작업공간으로 다른 작업자와 부딪힘(부딪힘), 협소한 공간 내 2인 작업 및 무리한 ,,,
142,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(2) 협소한 작업공간으로 다른 작업자와 부딪힘(부딪힘),작업 지양,,,
143,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(3) 액세스플로어 돌출부에 걸려 넘어짐(넘어짐), 안전교육 시행,,,
144,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(3) 액세스플로어 돌출부에 걸려 넘어짐(넘어짐), 안전보호구 착용,,,
145,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(3) 액세스플로어 돌출부에 걸려 넘어짐(넘어짐), 이동통로 상태 확인 및 지적확인 후 이동,,,
146,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(4) 전자연동장치 전원부 전압측정 및 단자조임 작업 시 업무 미숙으로 감전(감전), 안전교육 시행,,,
147,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(4) 전자연동장치 전원부 전압측정 및 단자조임 작업 시 업무 미숙으로 감전(감전), 절연장갑 등 안전보호구 착용,,,
148,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(4) 전자연동장치 전원부 전압측정 및 단자조임 작업 시 업무 미숙으로 감전(감전), 작업 시행 전 업무절차 확인 후 작업,,,
149,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(5) 랙 문 여닫을 시 손 끼임 주의(끼임), 안전교육 시행,,,
150,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(5) 랙 문 여닫을 시 손 끼임 주의(끼임), 안전보호구 착용,,,
151,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,(5) 랙 문 여닫을 시 손 끼임 주의(끼임), 지적확인 환호응답 철저,,,
152,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,"(6 )액세스플로어 작업 시 불안정한 자세로 인한 허리통증 및 끼임(요통, 끼임)", 안전교육 시행,,,
153,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,"(6 )액세스플로어 작업 시 불안정한 자세로 인한 허리통증 및 끼임(요통, 끼임)", 작업 전 스트레칭 실시,,,
154,경북본부,안동신호제어사업소,,연동장치 점검․보수작업,"(6 )액세스플로어 작업 시 불안정한 자세로 인한 허리통증 및 끼임(요통, 끼임)", 작업 시 2인 1조 작업 시행,,,
155,경북본부,안동신호제어사업소,,ATS장치 점검․보수작업,"(1) 주파수, Q측정 시 열차감시 소홀로 인한 열차와 부딪힘 위험이 있음(부딪힘)", 안전교육 시행,,,
156,경북본부,안동신호제어사업소,,ATS장치 점검․보수작업,"(1) 주파수, Q측정 시 열차감시 소홀로 인한 열차와 부딪힘 위험이 있음(부딪힘)", 안전보호구 착용,,,
157,경북본부,안동신호제어사업소,,ATS장치 점검․보수작업,"(1) 주파수, Q측정 시 열차감시 소홀로 인한 열차와 부딪힘 위험이 있음(부딪힘)", 열차운행정보 교환 및 열차감시자 배치,,,
