번호,본부,사업소,팀,작업명,위험요인,안전조치방법,빈도,강도,위험성
16,수도권서부본부,영등포전기사업소,변전팀,도보이동,시설물 순회 점검 시 넘어짐 및 부딪힘,안전보호구 착용 철저,2,3,6
16,수도권서부본부,영등포전기사업소,변전팀,도보이동,시설물 순회 점검 시 넘어짐 및 부딪힘,논슬립 테이프 부착,2,3,6
16,수도권서부본부,영등포전기사업소,변전팀,도보이동,시설물 순회 점검 시 넘어짐 및 부딪힘,이동 중 스마트폰 사용금지,2,3,6
17,수도권서부본부,영등포전기사업소,변전팀,도보이동,계단 이동 시 떨어짐 및 넘어짐,안전보호구 착용 철저,2,3,6
17,수도권서부본부,영등포전기사업소,변전팀,도보이동,계단 이동 시 떨어짐 및 넘어짐,논슬립 테이프 부착,2,3,6
17,수도권서부본부,영등포전기사업소,변전팀,도보이동,계단 이동 시 떨어짐 및 넘어짐,이동 중 스마트폰 사용금지,2,3,6
18,수도권서부본부,영등포전기사업소,변전팀,자재운반,"자재 이동 중 손가락 끼임, 머리 부딪힘 등의 위험",안전장갑 착용,1,2,2
18,수도권서부본부,영등포전기사업소,변전팀,자재운반,"자재 이동 중 손가락 끼임, 머리 부딪힘 등의 위험",2인 이상 작업,1,2,2
18,수도권서부본부,영등포전기사업소,변전팀,자재운반,"자재 이동 중 손가락 끼임, 머리 부딪힘 등의 위험",작업 전 주변환경 확인,1,2,2
19,수도권서부본부,영등포전기사업소,변전팀,자재운반,먼지의 노출로 인한 위험,방진 마스크 착용,1,2,2
20,수도권서부본부,영등포전기사업소,변전팀,자재운반,중량물 취급 시 허리부상 위험,바른자세,1,2,2
20,수도권서부본부,영등포전기사업소,변전팀,자재운반,중량물 취급 시 허리부상 위험,2인 이상 작업,1,2,2
20,수도권서부본부,영등포전기사업소,변전팀,자재운반,중량물 취급 시 허리부상 위험,작업 전 스트레칭,1,2,2
20,수도권서부본부,영등포전기사업소,변전팀,자재운반,중량물 취급 시 허리부상 위험,전용 이동장비 사용,1,2,2
21,수도권서부본부,영등포전기사업소,변전팀,"대기실, 휴게실, 복지시설,이용",체육시설 이용 중 기구에 끼임,체육시설 이용시 장갑,1,2,2
21,수도권서부본부,영등포전기사업소,변전팀,"대기실, 휴게실, 복지시설,이용",체육시설 이용 중 기구에 끼임,운동화 착용,1,2,2
22,수도권서부본부,영등포전기사업소,변전팀,"대기실, 휴게실, 복지시설,이용",신발을 벗고 단차를 올라가는 과정에서 발가락 부딪힘 위험,단차 개소에 미끄럼 방지 테이프 부착,1,1,1
23,수도권서부본부,영등포전기사업소,변전팀,"대기실, 휴게실, 복지시설,이용",물기가 있는 장소에서 미끄러짐 위험,샤워실 타일에 미끄럼 방지 테이프 부착,1,2,2
24,수도권서부본부,영등포전기사업소,변전팀,"대기실, 휴게실, 복지시설,이용",여자숙직방 2층 침대 사다리 이용중 난간 모서리 부딪힘 위험,모서리 부딪힘 방지 쿠션 테이프 부착,1,1,1
25,수도권서부본부,영등포전기사업소,변전팀,"대기실, 휴게실, 복지시설,이용",여자 숙직방 소등 후 2층 침대에 올라가는 도중 떨어짐 위험,원격제어 스위치 부착,1,4,4
26,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,수공구 운반 중 베임 위험,안전장갑 착용,2,1,2
26,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,수공구 운반 중 베임 위험,공구 사용법 숙지 후 작업,2,1,2
27,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,"타 관내 계통 미숙지로 인한 휴먼에러, 감전위험",손목형 활선 감지기 착용,1,4,4
27,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,"타 관내 계통 미숙지로 인한 휴먼에러, 감전위험",타 관내 계통도 숙지 후 작업,1,4,4
27,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,"타 관내 계통 미숙지로 인한 휴먼에러, 감전위험",충전부 접근 한계거리 이내 작업금지,1,4,4
28,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,"관외 주의할 곳 미숙지로 인한 부딪힘, 넘어짐, 떨어짐 위험",관외 주의할 곳 숙지 후 작업,1,4,4
28,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,"관외 주의할 곳 미숙지로 인한 부딪힘, 넘어짐, 떨어짐 위험",이동시 전방주시 철저,1,4,4
29,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,익숙하지 않은 길로 야간 운전 중 사고위험,네비게이션 사용,1,3,3
29,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,익숙하지 않은 길로 야간 운전 중 사고위험,2인 교대운전,1,3,3
29,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,익숙하지 않은 길로 야간 운전 중 사고위험,교통법규 준수,1,3,3
29,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,익숙하지 않은 길로 야간 운전 중 사고위험,방어운전,1,3,3
30,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,중량물 운반시 근골격계 질환 우려,중량물 운반 전 스트레칭 실시,1,2,2
30,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,중량물 운반시 근골격계 질환 우려,단독작업 금지,1,2,2
30,수도권서부본부,영등포전기사업소,변전팀,이례사항 발생에 따른 긴급출동,중량물 운반시 근골격계 질환 우려,바른자세로 작업,1,2,2
31,수도권서부본부,영등포전기사업소,변전팀,폭염 시 작업,장시간 햇빛 노출로 인한 화상 위험,팔 토시 또는 긴 팔 작업복 착용으로 햇빛 접촉 최소화,1,2,2
32,수도권서부본부,영등포전기사업소,변전팀,폭염 시 작업,땀으로 몸의 수분이 과다하게 빠져나가 수분 부족으로 인한 탈진 및 탈수 위험,식염 포도당 섭취,1,2,2
32,수도권서부본부,영등포전기사업소,변전팀,폭염 시 작업,땀으로 몸의 수분이 과다하게 빠져나가 수분 부족으로 인한 탈진 및 탈수 위험,적절한 휴식,1,2,2
33,수도권서부본부,영등포전기사업소,변전팀,폭염 시 작업,"작업 중 페인트, 접착제, 휘발성 등의 물질 사용 시 고온으로 인해 더 빠른 증발 및 신체 흡입 위험 증가",방진용 마스크 착용,1,2,2
34,수도권서부본부,영등포전기사업소,변전팀,비상복구훈련,공구사용 시 끼임 및 끼임,작업 전 공구사용법 숙지,1,1,1
35,수도권서부본부,영등포전기사업소,변전팀,비상복구훈련,"낙하물 접촉 위험, 시설물 접촉 위험, 요통부상 위험",안전모 착용,1,2,2
35,수도권서부본부,영등포전기사업소,변전팀,비상복구훈련,"낙하물 접촉 위험, 시설물 접촉 위험, 요통부상 위험",스트레칭,1,2,2
35,수도권서부본부,영등포전기사업소,변전팀,비상복구훈련,"낙하물 접촉 위험, 시설물 접촉 위험, 요통부상 위험",낙하물 우려개소 접근금지,1,2,2
35,수도권서부본부,영등포전기사업소,변전팀,비상복구훈련,"낙하물 접촉 위험, 시설물 접촉 위험, 요통부상 위험",충격방지 패드 부착,1,2,2
36,수도권서부본부,영등포전기사업소,변전팀,비상복구훈련,떨어짐 및 미끄럼 부상 위험,안전화 착용,1,4,4
36,수도권서부본부,영등포전기사업소,변전팀,비상복구훈련,떨어짐 및 미끄럼 부상 위험,안전교육 실시,1,4,4
37,수도권서부본부,영등포전기사업소,변전팀,체육행사,"근골격계 질환, 교통사고 등",체육행사 전 스트레칭 및 안전교육 시행,1,2,2
38,수도권서부본부,영등포전기사업소,변전팀,사다리 작업,사다리 등반 시 자세 불균형으로 인한 떨어짐 위험,안전대 설치 및 안전보호구 착용,2,4,8
38,수도권서부본부,영등포전기사업소,변전팀,사다리 작업,사다리 등반 시 자세 불균형으로 인한 떨어짐 위험,논슬립 테이프 부착,2,4,8
38,수도권서부본부,영등포전기사업소,변전팀,사다리 작업,사다리 등반 시 자세 불균형으로 인한 떨어짐 위험,2M 이상 고소개소 안전대 착용,2,4,8
38,수도권서부본부,영등포전기사업소,변전팀,사다리 작업,사다리 등반 시 자세 불균형으로 인한 떨어짐 위험,사다리 아웃트리거 설치,2,4,8
39,수도권서부본부,영등포전기사업소,변전팀,사다리 작업,사다리에서 고소 개소 이동 시 떨어짐 위험,안전교육,2,4,8
39,수도권서부본부,영등포전기사업소,변전팀,사다리 작업,사다리에서 고소 개소 이동 시 떨어짐 위험,고소작업 시 사다리를 통해서 이동금지,2,4,8
40,수도권서부본부,영등포전기사업소,변전팀,사다리 작업,사다리 기울어짐 위험,경사개소 설치 금지,1,4,4
41,수도권서부본부,영등포전기사업소,변전팀,"제초, 제설작업","에초기 사용시 비산되는 물질로 인한 부상 우려, 눈길 미끄러짐으로 인한 골절 및 부상, 작업도구 취급 부주의로 인한 부상",안전교육,1,2,2
41,수도권서부본부,영등포전기사업소,변전팀,"제초, 제설작업","에초기 사용시 비산되는 물질로 인한 부상 우려, 눈길 미끄러짐으로 인한 골절 및 부상, 작업도구 취급 부주의로 인한 부상",발 보호대 착용,1,2,2
41,수도권서부본부,영등포전기사업소,변전팀,"제초, 제설작업","에초기 사용시 비산되는 물질로 인한 부상 우려, 눈길 미끄러짐으로 인한 골절 및 부상, 작업도구 취급 부주의로 인한 부상",제설제 살포,1,2,2
41,수도권서부본부,영등포전기사업소,변전팀,"제초, 제설작업","에초기 사용시 비산되는 물질로 인한 부상 우려, 눈길 미끄러짐으로 인한 골절 및 부상, 작업도구 취급 부주의로 인한 부상",도구 취급요령 숙지 후 작업시행,1,2,2
41,수도권서부본부,영등포전기사업소,변전팀,"제초, 제설작업","에초기 사용시 비산되는 물질로 인한 부상 우려, 눈길 미끄러짐으로 인한 골절 및 부상, 작업도구 취급 부주의로 인한 부상",찔림베임 방지용 장갑 및 토시 착용,1,2,2
42,수도권서부본부,영등포전기사업소,변전팀,"제초, 제설작업",예초기 모터 매연 흡입,방진마스크 착용,1,1,1
43,수도권서부본부,영등포전기사업소,변전팀,"제초, 제설작업","경사, 굴곡지형으로 인한 넘어짐",미끄럼 방지판 설치,1,2,2
43,수도권서부본부,영등포전기사업소,변전팀,"제초, 제설작업","경사, 굴곡지형으로 인한 넘어짐",바닥면 확인 후 작업시행,1,2,2
44,수도권서부본부,영등포전기사업소,변전팀,"제초, 제설작업",고르지 못한 지형으로 인한 넘어짐,미끄럼 방지판 설치,1,3,3
45,수도권서부본부,영등포전기사업소,변전팀,배수로정비,"배수로 내 이물질 제거 작업 시 신체일부의 긁힘 부상 우려,삽, 빗자루 접촉에 의한 부상우려",찔림·베임 방지용 장갑 및 토시 착용,1,2,2
46,수도권서부본부,영등포전기사업소,변전팀,배수로정비,배수펌프 점검 시 감전 위험,전기 차단 후 점검,1,4,4
46,수도권서부본부,영등포전기사업소,변전팀,배수로정비,배수펌프 점검 시 감전 위험,절연장갑 및 장화 착용 후 점검,1,4,4
46,수도권서부본부,영등포전기사업소,변전팀,배수로정비,배수펌프 점검 시 감전 위험,절연저항 측정 후 점검,1,4,4
47,수도권서부본부,영등포전기사업소,변전팀,배수로정비,이물질 제거 작업시 비산되는 먼지 흡입,마스크 착용,1,1,1
48,수도권서부본부,영등포전기사업소,변전팀,배수로정비,"유기물, 인체유체물질 포함으로 인한 피부 가려움 유발 ",찔림·베임 방지용 장갑 및 토시 착용,1,1,1
49,수도권서부본부,영등포전기사업소,변전팀,배수로정비,협소공간으로 인한 부상,협소 공간 작업금지,1,2,2
49,수도권서부본부,영등포전기사업소,변전팀,배수로정비,협소공간으로 인한 부상,안전모 및 안전화 착용,1,2,2
50,수도권서부본부,영등포전기사업소,변전팀,환경정비,중량물 운반 시 작업자의 부주의로 인한 넘어짐 위험,넘어짐 위험개소 안전표지 부착,1,2,2
51,수도권서부본부,영등포전기사업소,변전팀,환경정비,중량물 운반 시 작업자의 올바른 자세 미숙지로 인한 근골격계 질환 위험,작업 전 안전교육,1,2,2
51,수도권서부본부,영등포전기사업소,변전팀,환경정비,중량물 운반 시 작업자의 올바른 자세 미숙지로 인한 근골격계 질환 위험,스트레칭,1,2,2
52,수도권서부본부,영등포전기사업소,변전팀,환경정비,"청소, 정리 작업 시 먼지흡입, 넘어짐 위험",방진마스크 착용,1,1,1
52,수도권서부본부,영등포전기사업소,변전팀,환경정비,"청소, 정리 작업 시 먼지흡입, 넘어짐 위험",넘어짐 위험개소 안전표지 부착,1,1,1
53,수도권서부본부,영등포전기사업소,변전팀,소방설비 점검,소화전 점검 시 손 베임,베임 방지 패킹 설치,1,2,2
54,수도권서부본부,영등포전기사업소,변전팀,소방설비 점검,"돌출부가 많아 점검 시 부딪힘, 시설물이 있어 걸려 넘어짐",안전모·안전화 착용,1,2,2
54,수도권서부본부,영등포전기사업소,변전팀,소방설비 점검,"돌출부가 많아 점검 시 부딪힘, 시설물이 있어 걸려 넘어짐",부딪힘 방지 패드 설치,1,2,2
54,수도권서부본부,영등포전기사업소,변전팀,소방설비 점검,"돌출부가 많아 점검 시 부딪힘, 시설물이 있어 걸려 넘어짐",전방주시 철저,1,2,2
55,수도권서부본부,영등포전기사업소,변전팀,변전소(구분소) 순회점검,제어반 도어 손 끼임,안전장갑 착용,1,2,2
55,수도권서부본부,영등포전기사업소,변전팀,변전소(구분소) 순회점검,제어반 도어 손 끼임,도어 열림 및 닫힘 시 주의,1,2,2
56,수도권서부본부,영등포전기사업소,변전팀,변전소(구분소) 순회점검,단권변압기 충전부 감전위험,손목형 활선경보기 착용,1,4,4
57,수도권서부본부,영등포전기사업소,변전팀,변전소(구분소) 순회점검,"주안SS, 부개SP, 역곡SSP 공기압축기 동작시 소음(청각 기능 저하)",귀마개 착용,1,2,2
58,수도권서부본부,영등포전기사업소,변전팀,변전소(구분소) 순회점검,"순회점검 시 좁은 환경 및 장애물로 인한 부딪힘, 넘어짐 위험 ",모서리 보호대 부착,1,2,2
58,수도권서부본부,영등포전기사업소,변전팀,변전소(구분소) 순회점검,"순회점검 시 좁은 환경 및 장애물로 인한 부딪힘, 넘어짐 위험 ",부딪힘·넘어짐 위험개소 안전표지 부착,1,2,2
59,수도권서부본부,영등포전기사업소,변전팀,변전소(구분소) 기기 및 접속부 온도측정,열화상 측정 시 현장 이동 중 장애물로 인한 넘어짐 위험,작업 전 안전교육,1,4,4
59,수도권서부본부,영등포전기사업소,변전팀,변전소(구분소) 기기 및 접속부 온도측정,열화상 측정 시 현장 이동 중 장애물로 인한 넘어짐 위험,넘어짐 위험개소 안전표지 부착,1,4,4
60,수도권서부본부,영등포전기사업소,변전팀,변전소(구분소) 기기 및 접속부 온도측정,열화상 측정 시 충전부 접촉 위험,가압부 접근금지,1,4,4
60,수도권서부본부,영등포전기사업소,변전팀,변전소(구분소) 기기 및 접속부 온도측정,열화상 측정 시 충전부 접촉 위험,손목형 검전기 착용,1,4,4
61,수도권서부본부,영등포전기사업소,변전팀,변전소(구분소) 기기 및 접속부 온도측정,협소공간 부딪힘 위험,모서리 보호대 부착,1,1,1
61,수도권서부본부,영등포전기사업소,변전팀,변전소(구분소) 기기 및 접속부 온도측정,협소공간 부딪힘 위험,부딪힘 위험개소 안전표지 부착,1,1,1
62,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),"절연단자 볼트 분리 및 조립 시 볼트 사이에 장갑 또는 신체일부 끼임, 끼임 발생 위험",안전장갑 및 안전모 착용,1,2,2
62,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),"절연단자 볼트 분리 및 조립 시 볼트 사이에 장갑 또는 신체일부 끼임, 끼임 발생 위험",안전교육 실시,1,2,2
63,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),"차단기 동작특성, 접촉저항 측정 시 가압부 근접으로 인한 감전 위험",작업 전 검전기로 단전유무 재확인,1,3,3
63,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),"차단기 동작특성, 접촉저항 측정 시 가압부 근접으로 인한 감전 위험",접지 설치 후 작업,1,3,3
64,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),차단기 개폐 시 소음,귀마개 착용,1,2,2
65,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),휴먼에러로 인한 개폐기 오조작 위험,오조작 방지 캠스위치 커버 사용,1,3,3
66,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),작업 중 모서리 부딪힘 위험,안전보호구 착용 철저,1,3,3
66,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),작업 중 모서리 부딪힘 위험,모서리 보호대 부착,1,3,3
67,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),진단장비 이동시 근골격계 질환 위험.,충분한 스트레칭 시행,1,2,2
67,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),진단장비 이동시 근골격계 질환 위험.,중량물 취급 시 올바른자세(2인 1조),1,2,2
68,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),접지단자 및 접지개폐기 링크 분리·체결 시 떨어짐 위험,A자형 사다리 아웃트리거 설치(협소공간 사용불가),1,4,4
68,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),접지단자 및 접지개폐기 링크 분리·체결 시 떨어짐 위험,이동식 계단형 안전 발판 사용(주안SS),1,4,4
68,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),접지단자 및 접지개폐기 링크 분리·체결 시 떨어짐 위험,안전대 착용 및 안전고리 설치 후 작업,1,4,4
68,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),접지단자 및 접지개폐기 링크 분리·체결 시 떨어짐 위험,웨어러블 에어백 착용,1,4,4
69,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),"접촉저항 및 절연저항, 차단기 타임측정 시 떨어짐 위험",A자형 사다리 아웃트리거 설치(협소공간 사용불가),1,4,4
69,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),"접촉저항 및 절연저항, 차단기 타임측정 시 떨어짐 위험",이동식 계단형 안전 발판 사용(주안SS),1,4,4
69,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),"접촉저항 및 절연저항, 차단기 타임측정 시 떨어짐 위험",안전대 착용 및 안전고리 설치 후 작업,1,4,4
69,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),"접촉저항 및 절연저항, 차단기 타임측정 시 떨어짐 위험",웨어러블 에어백 착용,1,4,4
70,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),바닥면 GIS 기초 구조물(H빔)에 걸려넘어짐 위험,형광테이프 부착,1,3,3
71,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(단전),GIS 배관 상부 미끄러짐 위험,이동계단 설치,1,3,3
72,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(비단전),SF6가스 밸브 접속부 볼트 취부시 수공구 취급 부주의,공구 취급 요령 숙지 후 작업,1,3,3
73,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(비단전),SF6가스 노출위험,MSDS 교육,1,3,3
73,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(비단전),SF6가스 노출위험,안전보호구 착용,1,3,3
74,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(비단전),SF6가스 배관 충격위험,작업 전 확인 철저,1,3,3
74,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(비단전),SF6가스 배관 충격위험,지적확인 환호응답 철저,1,3,3
75,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(비단전),가스밸브 개폐방향 오조작위험,작업 전 확인 철저,1,3,3
75,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(비단전),가스밸브 개폐방향 오조작위험,지적확인 환호응답 철저,1,3,3
76,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(비단전),안전보호구 미착용으로 인한 부상,작업 전 확인 철저,1,3,3
76,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(비단전),안전보호구 미착용으로 인한 부상,지적확인 환호응답 철저,1,3,3
77,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(비단전),안전작업계획서 미작성에 의한 작업방법 미숙지,작업 전 확인 철저,1,3,3
77,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(170KV) 정밀진단(비단전),안전작업계획서 미작성에 의한 작업방법 미숙지,지적확인 환호응답 철저,1,3,3
78,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),"절연단자 볼트 분리 및 조립 시 볼트 사이에 장갑 또는 신체일부 끼임, 끼임 발생 위험",안전장갑 및 안전모 착용,1,2,2
78,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),"절연단자 볼트 분리 및 조립 시 볼트 사이에 장갑 또는 신체일부 끼임, 끼임 발생 위험",안전교육 실시,1,2,2
79,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),"차단기 동작특성, 접촉저항 측정 시 가압부 접촉으로 인한 감전 위험",작업 전 검전기로 단전유무 재확인,1,3,3
79,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),"차단기 동작특성, 접촉저항 측정 시 가압부 접촉으로 인한 감전 위험",접지 설치 후 작업,1,3,3
80,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),차단기 개폐 시 소음,개폐 시 귀마개 착용,1,2,2
81,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),휴먼에러로 인한 개폐기 오조작 위험,오조작 방지 캠스위치 커버 사용,1,3,3
82,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),협소공간 작업 중 모서리 부딪힘 위험,안전보호구 착용,1,3,3
82,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),협소공간 작업 중 모서리 부딪힘 위험,모서리 보호대 부착,1,3,3
83,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),일부 개소 작업공간 협소 근골격계 질환 유발 위험,작업 전후로 스트레칭 시행,1,2,2
83,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),일부 개소 작업공간 협소 근골격계 질환 유발 위험,중량물 취급 시 올바른 자세(2인1조),1,2,2
83,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),일부 개소 작업공간 협소 근골격계 질환 유발 위험,작업 중 충분한 휴식 시행,1,2,2
84,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),진단장비 이동시 근골격계 질환 위험.,작업 전후로 스트레칭 시행,1,2,2
84,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),진단장비 이동시 근골격계 질환 위험.,중량물 취급 시 올바른 자세(2인1조),1,2,2
84,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),진단장비 이동시 근골격계 질환 위험.,작업 중 충분한 휴식 시행,1,2,2
85,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),"접지단자 및 접지개폐기 링크 분리·체결 시 떨어짐 위험,접촉저항 및 절연저항, 차단기 타임측정 시 떨어짐 위험",A자형 사다리 아웃트리거 설치(협소공간 사용불가),2,4,8
85,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),"접지단자 및 접지개폐기 링크 분리·체결 시 떨어짐 위험,접촉저항 및 절연저항, 차단기 타임측정 시 떨어짐 위험",안전대 착용 및 안전고리 설치 후 작업,2,4,8
85,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),"접지단자 및 접지개폐기 링크 분리·체결 시 떨어짐 위험,접촉저항 및 절연저항, 차단기 타임측정 시 떨어짐 위험",웨어러블 에어백 착용,2,4,8
85,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),"접지단자 및 접지개폐기 링크 분리·체결 시 떨어짐 위험,접촉저항 및 절연저항, 차단기 타임측정 시 떨어짐 위험",이동식 계단형 안전 발판 사용(부개SP),2,4,8
85,수도권서부본부,영등포전기사업소,변전팀,가스절연개폐장치(72.5KV) 정밀진단(단전),"접지단자 및 접지개폐기 링크 분리·체결 시 떨어짐 위험,접촉저항 및 절연저항, 차단기 타임측정 시 떨어짐 위험",발판작업대 미설치 개소 추가 설치(역곡SSP),2,4,8
