번호,본부,사업소,팀,작업명,위험요인,안전조치방법,빈도,강도,위험성
95,서울본부,서울전기사업소,서울전기,도보순회,"선로 순회 시, 열차 접촉",열차 대향방향 순회,1,4,4
95,서울본부,서울전기사업소,서울전기,도보순회,"선로 순회 시, 열차 접촉",안전보호구 착용,1,4,4
95,서울본부,서울전기사업소,서울전기,도보순회,"선로 순회 시, 열차 접촉",전방주시 철저,1,4,4
95,서울본부,서울전기사업소,서울전기,도보순회,"선로 순회 시, 열차 접촉",안전교육 실시,1,4,4
96,서울본부,서울전기사업소,서울전기,도보순회,"선로 순회 시, 레일에 걸려 넘어짐",지적확인환호응답 실시,2,2,4
96,서울본부,서울전기사업소,서울전기,도보순회,"선로 순회 시, 레일에 걸려 넘어짐",전도주시 철저,2,2,4
96,서울본부,서울전기사업소,서울전기,도보순회,"선로 순회 시, 레일에 걸려 넘어짐",사전 위험개소 파악 및 회피,2,2,4
96,서울본부,서울전기사업소,서울전기,도보순회,"선로 순회 시, 레일에 걸려 넘어짐",안전보호구 착용,2,2,4
96,서울본부,서울전기사업소,서울전기,도보순회,"선로 순회 시, 레일에 걸려 넘어짐",전방주시 철저,2,2,4
96,서울본부,서울전기사업소,서울전기,도보순회,"선로 순회 시, 레일에 걸려 넘어짐",안전교육 실시,2,2,4
96,서울본부,서울전기사업소,서울전기,도보순회,"선로 순회 시, 레일에 걸려 넘어짐",레일 위 밟기 금지,2,2,4
97,서울본부,서울전기사업소,서울전기,도보순회,"공사개소 순회 시, 굴곡된 지형에 걸림, 빠짐",지적확인환호응답 실시,2,2,4
97,서울본부,서울전기사업소,서울전기,도보순회,"공사개소 순회 시, 굴곡된 지형에 걸림, 빠짐",전도주시 철저,2,2,4
97,서울본부,서울전기사업소,서울전기,도보순회,"공사개소 순회 시, 굴곡된 지형에 걸림, 빠짐",사전 위험개소 파악 및 회피,2,2,4
97,서울본부,서울전기사업소,서울전기,도보순회,"공사개소 순회 시, 굴곡된 지형에 걸림, 빠짐",안전보호구 착용,2,2,4
97,서울본부,서울전기사업소,서울전기,도보순회,"공사개소 순회 시, 굴곡된 지형에 걸림, 빠짐",전방주시 철저,2,2,4
97,서울본부,서울전기사업소,서울전기,도보순회,"공사개소 순회 시, 굴곡된 지형에 걸림, 빠짐",안전교육 실시,2,2,4
98,서울본부,서울전기사업소,서울전기,저압 분전반 및 조명제어반 점검 및 보수,작업자 및 중량물 이동시 넘어짐 사고,산업안전보건교육,2,2,4
98,서울본부,서울전기사업소,서울전기,저압 분전반 및 조명제어반 점검 및 보수,작업자 및 중량물 이동시 넘어짐 사고,지적확인시행,2,2,4
99,서울본부,서울전기사업소,서울전기,저압 분전반 및 조명제어반 점검 및 보수,작업 중 공구 낙하로 인한 사고,산업안전보건교육,1,2,2
99,서울본부,서울전기사업소,서울전기,저압 분전반 및 조명제어반 점검 및 보수,작업 중 공구 낙하로 인한 사고,안전모 및 턱끈 착용 확인,1,2,2
100,서울본부,서울전기사업소,서울전기,저압 분전반 및 조명제어반 점검 및 보수,사다리 작업 중 추락,산업안전보건교육,1,3,3
100,서울본부,서울전기사업소,서울전기,저압 분전반 및 조명제어반 점검 및 보수,사다리 작업 중 추락,안전고리 착용,1,3,3
101,서울본부,서울전기사업소,서울전기,저압 분전반 및 조명제어반 점검 및 보수,활선상태에서 작업,산업안전보건교육,1,3,3
101,서울본부,서울전기사업소,서울전기,저압 분전반 및 조명제어반 점검 및 보수,활선상태에서 작업,검전기 사용,1,3,3
101,서울본부,서울전기사업소,서울전기,저압 분전반 및 조명제어반 점검 및 보수,활선상태에서 작업,접지 설치 철저,1,3,3
102,서울본부,서울전기사업소,서울전기,저압 분전반 및 조명제어반 점검 및 보수,천정작업 시 화학물질 노출로 인한 작업자 접촉,산업안전보건교육,2,3,6
102,서울본부,서울전기사업소,서울전기,저압 분전반 및 조명제어반 점검 및 보수,천정작업 시 화학물질 노출로 인한 작업자 접촉,공업용 마스크 지급,2,3,6
103,서울본부,서울전기사업소,서울전기,저압 분전반 및 조명제어반 점검 및 보수,천정 등 협소한 공간에서 작업,산업안전보건교육,2,1,2
103,서울본부,서울전기사업소,서울전기,저압 분전반 및 조명제어반 점검 및 보수,천정 등 협소한 공간에서 작업,스트레칭,2,1,2
104,서울본부,서울전기사업소,서울전기,전력설비 점검,작업자 및 중량물 이동시 넘어짐 사고,산업안전보건교육,1,2,2
104,서울본부,서울전기사업소,서울전기,전력설비 점검,작업자 및 중량물 이동시 넘어짐 사고,지적확인시행,1,2,2
105,서울본부,서울전기사업소,서울전기,전력설비 점검,작업 중 공구 낙하로 인한 사고,산업안전보건교육,1,2,2
105,서울본부,서울전기사업소,서울전기,전력설비 점검,작업 중 공구 낙하로 인한 사고,안전모 및 턱끈 착용 확인,1,2,2
106,서울본부,서울전기사업소,서울전기,전력설비 점검,사다리 작업 중 추락,산업안전보건교육,1,3,3
106,서울본부,서울전기사업소,서울전기,전력설비 점검,사다리 작업 중 추락,안전고리 착용,1,3,3
107,서울본부,서울전기사업소,서울전기,전력설비 점검,활선상태에서 작업,산업안전보건교육,1,3,3
107,서울본부,서울전기사업소,서울전기,전력설비 점검,활선상태에서 작업,검전기 사용,1,3,3
107,서울본부,서울전기사업소,서울전기,전력설비 점검,활선상태에서 작업,접지 설치 철저,1,3,3
108,서울본부,서울전기사업소,서울전기,전력설비 점검,천정 등 협소한 공간에서 작업,산업안전보건교육,2,2,4
108,서울본부,서울전기사업소,서울전기,전력설비 점검,천정 등 협소한 공간에서 작업,스트레칭,2,2,4
109,서울본부,서울전기사업소,서울전기,충전장치 점검,협소한 공간에서 작업 시 접촉에 의한 신체손상,안전보호구 착용,2,1,2
109,서울본부,서울전기사업소,서울전기,충전장치 점검,협소한 공간에서 작업 시 접촉에 의한 신체손상,조명 시설 구비,2,1,2
110,서울본부,서울전기사업소,서울전기,충전장치 점검,"축전지 과전압, 과전류로 인한 폭발",안전보호구 착용,1,3,3
111,서울본부,서울전기사업소,서울전기,충전장치 점검,"정류기 입출력 전압, 전류 측정 시 부주의에 의한 감전",지적확인 환호응답 시행,1,3,3
111,서울본부,서울전기사업소,서울전기,충전장치 점검,"정류기 입출력 전압, 전류 측정 시 부주의에 의한 감전",금속공구 사용 시 ,1,3,3
111,서울본부,서울전기사업소,서울전기,충전장치 점검,"정류기 입출력 전압, 전류 측정 시 부주의에 의한 감전", 절연테이프 등 절연 ,1,3,3
111,서울본부,서울전기사업소,서울전기,충전장치 점검,"정류기 입출력 전압, 전류 측정 시 부주의에 의한 감전", 처리된 것으로 작업,1,3,3
111,서울본부,서울전기사업소,서울전기,충전장치 점검,"정류기 입출력 전압, 전류 측정 시 부주의에 의한 감전",2인 이상 협동작업,1,3,3
111,서울본부,서울전기사업소,서울전기,충전장치 점검,"정류기 입출력 전압, 전류 측정 시 부주의에 의한 감전",조명시설 구비,1,3,3
112,서울본부,서울전기사업소,서울전기,충전장치 점검,작업 시 공기구에 의한 사고,직무안전교육실시,1,2,2
112,서울본부,서울전기사업소,서울전기,충전장치 점검,작업 시 공기구에 의한 사고,안전보호구 착용,1,2,2
112,서울본부,서울전기사업소,서울전기,충전장치 점검,작업 시 공기구에 의한 사고,2인 이상 협동작업,1,2,2
113,서울본부,서울전기사업소,서울전기,충전장치 점검,축전지 외관 손상으로 인한 유독가스 누출 및 유독가스 흡입(중독),안전보호구 착용,1,3,3
114,서울본부,서울전기사업소,서울전기,충전장치 점검,정류기 내부 점검 중 부품 과열로 인한 신체화상,안전보호구 착용,1,3,3
115,서울본부,서울전기사업소,서울전기,옥내배선(조명설비) 점검 및 보수,작업자 및 중량물 이동시 넘어짐 사고,산업안전보건교육,1,2,2
115,서울본부,서울전기사업소,서울전기,옥내배선(조명설비) 점검 및 보수,작업자 및 중량물 이동시 넘어짐 사고,지적확인시행,1,2,2
116,서울본부,서울전기사업소,서울전기,옥내배선(조명설비) 점검 및 보수,작업 중 공구 낙하로 인한 사고,산업안전보건교육,2,2,4
116,서울본부,서울전기사업소,서울전기,옥내배선(조명설비) 점검 및 보수,작업 중 공구 낙하로 인한 사고,안전모 및 턱끈 착용 확인,2,2,4
117,서울본부,서울전기사업소,서울전기,옥내배선(조명설비) 점검 및 보수,사다리 작업 중 추락,산업안전보건교육,1,3,3
117,서울본부,서울전기사업소,서울전기,옥내배선(조명설비) 점검 및 보수,사다리 작업 중 추락,안전고리 착용,1,3,3
118,서울본부,서울전기사업소,서울전기,옥내배선(조명설비) 점검 및 보수, 활선상태에서 작업,산업안전보건교육,1,3,3
