번호,본부,사업소,팀,작업명,위험요인,안전조치방법,빈도,강도,위험성
51,대전충남본부,계룡신호사업소,,건널목보안장치 점검보수 작업,차단기 시험 중 부딪힘 우려,안전보호구 착용 ,,,
52,대전충남본부,계룡신호사업소,,건널목보안장치 점검보수 작업,차단기 시험 중 부딪힘 우려,지적확인 철저 ,,,
53,대전충남본부,계룡신호사업소,,건널목보안장치 점검보수 작업,통행차량 접촉 우려,차량 유도자 배치,,,
54,대전충남본부,계룡신호사업소,,건널목보안장치 점검보수 작업,유해물질 취급,MSDS교육,,,
55,대전충남본부,계룡신호사업소,,건널목보안장치 점검보수 작업,유해물질 취급,안전보호구 착용,,,
56,대전충남본부,계룡신호사업소,,전원장치 점검보수 작업,점검 중 단자 접촉 우려,절연장갑 착용,,,
57,대전충남본부,계룡신호사업소,,전원장치 점검보수 작업,공구의 단자 접촉으로 단락 및 스파크 우려,절연공구 사용,,,
58,대전충남본부,계룡신호사업소,,전원장치 점검보수 작업,공구의 단자 접촉으로 단락 및 스파크 우려,공구 열수축관 처리,,,
59,대전충남본부,계룡신호사업소,,전원장치 점검보수 작업,판넬에 의한 베임 우려,안전장갑 착용,,,
60,대전충남본부,계룡신호사업소,,지상장치 점검보수 작업,점검 중 열차 충돌 우려,전기설비 확인,,,
61,대전충남본부,계룡신호사업소,,지상장치 점검보수 작업,점검 중 열차 충돌 우려,열차감시앱 사용,,,
62,대전충남본부,계룡신호사업소,,지상장치 점검보수 작업,지상자 케이블에 걸려 넘어짐 우려,작업전 안전교육 시행,,,
63,대전충남본부,계룡신호사업소,,지상장치 점검보수 작업,지상자 케이블에 걸려 넘어짐 우려,노출 케이블 정비,,,
64,대전충남본부,계룡신호사업소,,연동장치 점검보수 작업,카드류 취급시 베임 우려,안전장갑 착용,,,
65,대전충남본부,계룡신호사업소,,연동장치 점검보수 작업,전압 측정 시 감전 우려,안전장갑 착용,,,
66,대전충남본부,계룡신호사업소,,연동장치 점검보수 작업,산업용 PC 취급시 근골격계 질환 우려(기타 근골격계 질환,작업전 스트레칭,,,
67,대전충남본부,계룡신호사업소,,연동장치 점검보수 작업,산업용 PC 취급시 근골격계 질환 우려(기타 근골격계 질환,2인 1조 작업,,,
68,대전충남본부,계룡신호사업소,,연동장치 점검보수 작업,작업공간 협소록 설비 또는 작업자와 부딪힘 우려,작업공간 확보,,,
69,대전충남본부,계룡신호사업소,,연동장치 점검보수 작업,작업공간 협소록 설비 또는 작업자와 부딪힘 우려,위험요소 제거,,,
70,대전충남본부,계룡신호사업소,,전선로 점검보수,카드류 취급시 베임 우려,안전장갑 착용,,,
71,대전충남본부,계룡신호사업소,,전선로 점검보수,전압 측정 시 감전 우려,안전장갑 착용,,,
72,대전충남본부,계룡신호사업소,,전선로 점검보수,산업용 PC 취급시 근골격계 질환 우려,작업전 스트레칭,,,
73,대전충남본부,계룡신호사업소,,전선로 점검보수,산업용 PC 취급시 근골격계 질환 우려,2인 1조 작업,,,
74,대전충남본부,계룡신호사업소,,레일교환 작업,산업용 PC 취급시 근골격계 질환 우려,작업전 스트레칭,,,
75,대전충남본부,계룡신호사업소,,레일교환 작업,산업용 PC 취급시 근골격계 질환 우려,2인 1조 작업,,,
76,대전충남본부,계룡신호사업소,,레일교환 작업,본드선 설치시 손가락 망치 타격 우려,안전장갑 착용,,,
77,대전충남본부,계룡신호사업소,,레일교환 작업,레일 천공 시 장비차 접촉우려,장비차 작업시 작업반경 내 접근 금지,,,
78,대전충남본부,계룡신호사업소,,계전기실 내 장치 점검,작업공간 협소록 설비 또는 작업자와 부딪힘 우려,작업공간 확보,,,
79,대전충남본부,계룡신호사업소,,계전기실 내 장치 점검,작업공간 협소록 설비 또는 작업자와 부딪힘 우려,위험요소 제거,,,
80,대전충남본부,계룡신호사업소,,계전기실 내 장치 점검,악세스플로어 기울어짐으로 전도 우려,악세스 플로어 하부 정비,,,
81,대전충남본부,계룡신호사업소,,계전기실 내 장치 점검,악세스플로어 취급 시 끼임 우려,안전장갑 착용,,,
82,대전충남본부,계룡신호사업소,,계전기실 내 장치 점검,출입문 단차에 의한 전도 우려,지적확인 철저,,,
83,대전충남본부,계룡신호사업소,,계전기실 내 장치 점검,출입문 단차에 의한 전도 우려,고무패드 부착,,,
84,대전충남본부,계룡신호사업소,,계전기실 내 장치 점검,출입문 단차에 의한 전도 우려,경고표지 부착,,,
85,대전충남본부,계룡신호사업소,,계전기실 내 장치 점검,회선 단락 시 화재에 의한 화상 우려,월별 소화기 점검,,,
86,대전충남본부,계룡신호사업소,,계전기실 내 장치 점검,회선 단락 시 화재에 의한 화상 우려,2년 1회 절연저항 측정,,,
87,대전충남본부,계룡신호사업소,,축전지 점검,충전부 접촉으로 인한 감전 우려,절연장갑 착용,,,
88,대전충남본부,계룡신호사업소,,축전지 점검,축전지실 화재로 인한 화상 우려,환기팬 타이머 설치,,,
89,대전충남본부,계룡신호사업소,,축전지 점검,축전지실 화재로 인한 화상 우려,월별 소화기 점검,,,
90,대전충남본부,계룡신호사업소,,축전지 점검,축전지 전해액 접촉 우려,"MSDS 비치, 관리요령 부착",,,
91,대전충남본부,계룡신호사업소,,축전지 점검,축전지 전해액 접촉 우려,안전보호구 착용,,,
92,대전충남본부,계롱전기사업소,,이물질 제거작업(비닐 조류둥지 등),열차와 접촉 위험이 있다.,작업 전 안전교육 시행,,,
93,대전충남본부,계롱전기사업소,,이물질 제거작업(비닐 조류둥지 등),열차와 접촉 위험이 있다.,작업 전 인접역과 협의,,,
94,대전충남본부,계롱전기사업소,,이물질 제거작업(비닐 조류둥지 등),열차와 접촉 위험이 있다.,열차 운행 반대방향을 보며 작업,,,
95,대전충남본부,계롱전기사업소,,이물질 제거작업(비닐 조류둥지 등),열차와 접촉 위험이 있다.,이동 시 열차대향방면으로 이동,,,
96,대전충남본부,계롱전기사업소,,이물질 제거작업(비닐 조류둥지 등),열차와 접촉 위험이 있다.,열차감시자 배치,,,
97,대전충남본부,계롱전기사업소,,이물질 제거작업(비닐 조류둥지 등),열차와 접촉 위험이 있다.,작업시 단락동선 설치,,,
98,대전충남본부,계롱전기사업소,,이물질 제거작업(비닐 조류둥지 등),열차와 접촉 위험이 있다.,작업 중 열차접근 경보앱 접근여부 수시 확인,,,
99,대전충남본부,계롱전기사업소,,이물질 제거작업(비닐 조류둥지 등),선로변 이동 중 레일에 걸려 전도의 위험이 있다.,작업 전 안전교육 시행,,,
100,대전충남본부,계롱전기사업소,,이물질 제거작업(비닐 조류둥지 등),선로변 이동 중 레일에 걸려 전도의 위험이 있다.,이동시 진행방향 전도 주시 철저,,,
101,대전충남본부,계롱전기사업소,,이물질 제거작업(비닐 조류둥지 등),선로변 이동 중 레일에 걸려 전도의 위험이 있다.,작업 및 선로 이동 중 잡념을 배제한다.,,,
102,대전충남본부,계롱전기사업소,,이물질 제거작업(비닐 조류둥지 등),선로변 이동 중 레일에 걸려 전도의 위험이 있다.,안전보호구 착용 ,,,
103,대전충남본부,계롱전기사업소,,이물질 제거작업(비닐 조류둥지 등),까치집 제거 중 이물질 낙하에 따른 눈에 찔림 및 긁힘의 위험이 있다.,작업 전 안전교육 시행,,,
104,대전충남본부,계롱전기사업소,,이물질 제거작업(비닐 조류둥지 등),까치집 제거 중 이물질 낙하에 따른 눈에 찔림 및 긁힘의 위험이 있다.,안전보호구 착용(보안경 및 안전모),,,
105,대전충남본부,계롱전기사업소,,#REF!,#REF!,작업 감시자 배치,,,
106,대전충남본부,계롱전기사업소,,#REF!,#REF!,까치집 제거 시 이물질 낙하위치에서 떨어져 작업한다,,,
107,대전충남본부,계롱전기사업소,,#REF!,까치집 제거 중 배수로 및 경사지 추락의 위험이 있다.,작업 전 안전교육 시행,,,
108,대전충남본부,계롱전기사업소,,#REF!,까치집 제거 중 배수로 및 경사지 추락의 위험이 있다.,작업 감시자 배치,,,
109,대전충남본부,계롱전기사업소,,#REF!,까치집 제거 중 배수로 및 경사지 추락의 위험이 있다.,이동 시 및 작업 시 주변환경 확인 철저,,,
110,대전충남본부,계롱전기사업소,,전차선로 차상점검,단전 미확인으로 인한 감전의 위험이 있다.,작업 전 안전교육 시행 (급전계통도 교육),,,
111,대전충남본부,계롱전기사업소,,전차선로 차상점검,단전 미확인으로 인한 감전의 위험이 있다.,작업 전 검전기로 단전여부 확인,,,
112,대전충남본부,계롱전기사업소,,전차선로 차상점검,단전 미확인으로 인한 감전의 위험이 있다.,단전 확인 전 작업 금지,,,
113,대전충남본부,계롱전기사업소,,전차선로 차상점검,작업 중 반대선 운행 열차와 충돌 위험이 있다,작업 전 안전교육 시행,,,
114,대전충남본부,계롱전기사업소,,전차선로 차상점검,작업 중 반대선 운행 열차와 충돌 위험이 있다,작업 전 열차운행 사항 확인,,,
115,대전충남본부,계롱전기사업소,,전차선로 차상점검,작업 중 반대선 운행 열차와 충돌 위험이 있다,인근역과 무선 교신,,,
116,대전충남본부,계롱전기사업소,,전차선로 차상점검,작업 중 반대선 운행 열차와 충돌 위험이 있다,반대선 인접선 차단(선로일시사용중지),,,
117,대전충남본부,계롱전기사업소,,전차선로 차상점검,작업 중 반대선 운행 열차와 충돌 위험이 있다,동시 차단으로 열차충돌위험 제거,,,
118,대전충남본부,계롱전기사업소,,전차선로 차상점검,작업 시 추락의 위험이 있다.,작업 전 안전교육 시행,,,
119,대전충남본부,계롱전기사업소,,전차선로 차상점검,작업 시 추락의 위험이 있다.,안전보호구 착용,,,
120,대전충남본부,계롱전기사업소,,전차선로 차상점검,작업 시 추락의 위험이 있다.,모터카가 움직일시 앉아서 이동,,,
121,대전충남본부,계롱전기사업소,,전차선로 차상점검,작업 시 추락의 위험이 있다.,웨어러블 에어백 / 추락방지대 / 고리형 사다리 도입,,,
122,대전충남본부,계롱전기사업소,,전차선로 차상점검,공기구 낙하로 인한 사고의 위험이 있다,작업 전 안전교육 시행,,,
123,대전충남본부,계롱전기사업소,,전차선로 차상점검,공기구 낙하로 인한 사고의 위험이 있다,안전보호구 착용,,,
124,대전충남본부,계롱전기사업소,,전차선로 차상점검,전차선로 시설물과 충돌의 위험이 있다.,작업 전 안전교육 시행,,,
125,대전충남본부,계롱전기사업소,,전차선로 차상점검,전차선로 시설물과 충돌의 위험이 있다.,안전보호구 착용,,,
126,대전충남본부,계롱전기사업소,,전차선로 차상점검,전차선로 시설물과 충돌의 위험이 있다.,지적확인 환호응답 시행,,,
127,대전충남본부,계롱전기사업소,,전차선로 차상점검,전차선로 시설물과 충돌의 위험이 있다.,이동시 이동방향 주시,,,
128,대전충남본부,계롱전기사업소,,전차선로 차상점검,전차선로 시설물과 충돌의 위험이 있다.,안전관리자의 작업 감독 철저,,,
129,대전충남본부,계롱전기사업소,,전차선로 차상점검,전철보수장비 크레인오동작으로 인한 작업자 추락의 위험이 있다.,작업 전 안전교육 시행,,,
130,대전충남본부,계롱전기사업소,,전차선로 차상점검,전철보수장비 크레인오동작으로 인한 작업자 추락의 위험이 있다.,전철보수장비 제동여부 확인,,,
131,대전충남본부,계롱전기사업소,,전차선로 차상점검,전철보수장비 크레인오동작으로 인한 작업자 추락의 위험이 있다.,지적확인 환호응답 철저,,,
132,대전충남본부,계롱전기사업소,,전차선로 차상점검,전철보수장비 크레인오동작으로 인한 작업자 추락의 위험이 있다.,안전난간에 안전고리 설치,,,
133,대전충남본부,계롱전기사업소,,전차선로 차상점검,전철보수장비 크레인오동작으로 인한 작업자 추락의 위험이 있다.,웨어러블 에어백 착용,,,
134,대전충남본부,계롱전기사업소,,전차선로 차상점검,절연그리스 취급 작업 시 피부 노출 흡입의 위험이 있다.,작업 전 안전교육 시행,,,
135,대전충남본부,계롱전기사업소,,전차선로 차상점검,절연그리스 취급 작업 시 피부 노출 흡입의 위험이 있다.,MSDS 교육 시행,,,
136,대전충남본부,계롱전기사업소,,전차선로 차상점검,절연그리스 취급 작업 시 피부 노출 흡입의 위험이 있다.,보관 및 관리 철저,,,
137,대전충남본부,계롱전기사업소,,전차선로 차상점검,절연그리스 취급 작업 시 피부 노출 흡입의 위험이 있다.,미사용용기는 덮개를 이용·밀봉,,,
138,대전충남본부,계롱전기사업소,,전차선로 차상점검,절연그리스 취급 작업 시 피부 노출 흡입의 위험이 있다.,용기에 유해물질 경고표시 부착,,,
139,대전충남본부,계롱전기사업소,,전차선로 차상점검,절연그리스 취급 작업 시 피부 노출 흡입의 위험이 있다.,사용시 보호구 착용 철저,,,
140,대전충남본부,계롱전기사업소,,전차선로 도보순회점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,작업 전 안전교육 시행,,,
141,대전충남본부,계롱전기사업소,,전차선로 도보순회점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,작업 전 인접역과 협의,,,
142,대전충남본부,계롱전기사업소,,전차선로 도보순회점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,열차 운행 반대방향을 보며 작업,,,
143,대전충남본부,계롱전기사업소,,전차선로 도보순회점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,이동 시 열차대향방면으로 이동,,,
144,대전충남본부,계롱전기사업소,,전차선로 도보순회점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,열차감시자 배치,,,
145,대전충남본부,계롱전기사업소,,전차선로 도보순회점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,작업 중 열차접근 경보앱 접근여부 수시 확인,,,
146,대전충남본부,계롱전기사업소,,전차선로 도보순회점검,선로변 이동 중 레일에 걸려 전도의 위험이 있다.,작업 전 안전교육 시행,,,
147,대전충남본부,계롱전기사업소,,전차선로 도보순회점검,선로변 이동 중 레일에 걸려 전도의 위험이 있다.,이동시 진행방향 전도 주시 철저,,,
148,대전충남본부,계롱전기사업소,,전차선로 도보순회점검,선로변 이동 중 레일에 걸려 전도의 위험이 있다.,작업 및 선로 이동 중 잡념을 배제한다.,,,
149,대전충남본부,계롱전기사업소,,전차선로 도보순회점검,선로변 이동 중 레일에 걸려 전도의 위험이 있다.,안전보호구 착용 ,,,
150,대전충남본부,계롱전기사업소,,전차선로 도보순회점검,나뭇가지 등 찔림 및 긁힘의 위험이 있다.,작업 전 안전교육 시행,,,
151,대전충남본부,계롱전기사업소,,전차선로 도보순회점검,나뭇가지 등 찔림 및 긁힘의 위험이 있다.,안전보호구 착용,,,
152,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,작업 전 안전교육 시행,,,
153,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,작업 전 인접역과 협의,,,
154,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,열차 운행 반대방향을 보며 작업,,,
155,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,이동 시 열차대향방면으로 이동,,,
156,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,열차감시자 배치,,,
157,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,작업 중 열차접근 경보앱 접근여부 수시 확인,,,
158,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),선로변 이동 중 레일에 걸려 전도의 위험이 있다.,작업 전 안전교육 시행,,,
159,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),선로변 이동 중 레일에 걸려 전도의 위험이 있다.,이동시 진행방향 전도 주시 철저,,,
160,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),선로변 이동 중 레일에 걸려 전도의 위험이 있다.,작업 및 선로 이동 중 잡념을 배제한다.,,,
161,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),선로변 이동 중 레일에 걸려 전도의 위험이 있다.,안전보호구 착용 ,,,
162,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),나뭇가지 등 찔림 및 긁힘의 위험이 있다.,작업 전 안전교육 시행,,,
163,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),나뭇가지 등 찔림 및 긁힘의 위험이 있다.,안전보호구 착용,,,
164,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),"지장수목 제거 중 톱,낫,칼에 베어 신체 부상의 위험이 있다",작업 전 안전교육 시행,,,
165,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),"지장수목 제거 중 톱,낫,칼에 베어 신체 부상의 위험이 있다",이동시 보호 커버 취부,,,
166,대전충남본부,계롱전기사업소,,제초작업(넝쿨포함),"지장수목 제거 중 톱,낫,칼에 베어 신체 부상의 위험이 있다",안전장갑 등 안전보호구 착용,,,
167,대전충남본부,계롱전기사업소,,영상감시설비 점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,작업 전 안전교육 시행,,,
168,대전충남본부,계롱전기사업소,,영상감시설비 점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,작업 전 인접역과 협의,,,
169,대전충남본부,계롱전기사업소,,영상감시설비 점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,열차 운행 반대방향을 보며 작업,,,
170,대전충남본부,계롱전기사업소,,영상감시설비 점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,이동 시 열차대향방면으로 이동,,,
171,대전충남본부,계롱전기사업소,,영상감시설비 점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,열차감시자 배치,,,
172,대전충남본부,계롱전기사업소,,영상감시설비 점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,작업 중 열차접근 경보앱 접근여부 수시 확인,,,
173,대전충남본부,계롱전기사업소,,영상감시설비 점검,활선부에 의한 감전의 위험이 있다,작업 전 안전교육,,,
174,대전충남본부,계롱전기사업소,,영상감시설비 점검,활선부에 의한 감전의 위험이 있다,(급전계통도 교육),,,
175,대전충남본부,계롱전기사업소,,영상감시설비 점검,활선부에 의한 감전의 위험이 있다,작업 전 검전기로 단전여부 확인,,,
176,대전충남본부,계롱전기사업소,,영상감시설비 점검,활선부에 의한 감전의 위험이 있다,단전확인 전 작업금지,,,
177,대전충남본부,계롱전기사업소,,영상감시설비 점검,활선부에 의한 감전의 위험이 있다,절연장갑 등 안전보호구 착용,,,
178,대전충남본부,계롱전기사업소,,영상감시설비 점검,선로변 이동 중 레일에 걸려 전도의 위험이 있다.,작업 전 안전교육 시행,,,
179,대전충남본부,계롱전기사업소,,영상감시설비 점검,선로변 이동 중 레일에 걸려 전도의 위험이 있다.,이동시 진행방향 전도 주시 철저,,,
180,대전충남본부,계롱전기사업소,,영상감시설비 점검,선로변 이동 중 레일에 걸려 전도의 위험이 있다.,작업 및 선로 이동 중 잡념을 배제한다.,,,
181,대전충남본부,계롱전기사업소,,영상감시설비 점검,선로변 이동 중 레일에 걸려 전도의 위험이 있다.,안전보호구 착용 ,,,
182,대전충남본부,계롱전기사업소,,영상감시설비 점검,사다리 고소작업 중 추락 위험이 있다.,작업전 안전교육 시행,,,
183,대전충남본부,계롱전기사업소,,영상감시설비 점검,사다리 고소작업 중 추락 위험이 있다.,2인1조 작업 시행,,,
184,대전충남본부,계롱전기사업소,,영상감시설비 점검,사다리 고소작업 중 추락 위험이 있다.,안전보호구 착용,,,
185,대전충남본부,계롱전기사업소,,영상감시설비 점검,사다리 고소작업 중 추락 위험이 있다.,최상부 발판 작업 금지,,,
186,대전충남본부,계롱전기사업소,,영상감시설비 점검,사다리 고소작업 중 추락 위험이 있다.,사다리 설치시 평탄∙견고하고,,,
187,대전충남본부,계롱전기사업소,,영상감시설비 점검,사다리 고소작업 중 추락 위험이 있다.,미끄럼이 없는 바닥에 설치,,,
188,대전충남본부,계롱전기사업소,,영상감시설비 점검,사다리 고소작업 중 추락 위험이 있다.,추락방지대 및 웨어러블 에어백 착용,,,
189,대전충남본부,계롱전기사업소,,영상감시설비 점검,철제분전함 등 날카로운곳에 베어 신체 부상의 위험이 있다,작업 전 안전교육 시행,,,
190,대전충남본부,계롱전기사업소,,영상감시설비 점검,철제분전함 등 날카로운곳에 베어 신체 부상의 위험이 있다,안전장갑 등 안전보호구 착용,,,
191,대전충남본부,계롱전기사업소,,조명설비 점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,작업 전 안전교육 시행,,,
192,대전충남본부,계롱전기사업소,,조명설비 점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,작업 전 인접역과 협의,,,
193,대전충남본부,계롱전기사업소,,조명설비 점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,열차 운행 반대방향을 보며 작업,,,
194,대전충남본부,계롱전기사업소,,조명설비 점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,이동 시 열차대향방면으로 이동,,,
195,대전충남본부,계롱전기사업소,,조명설비 점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,열차감시자 배치,,,
196,대전충남본부,계롱전기사업소,,조명설비 점검,선로 내 작업 및 이동 중 열차와 접촉 위험이 있다.,작업 중 열차접근 경보앱 접근여부 수시 확인,,,
197,대전충남본부,계롱전기사업소,,조명설비 점검,활선부에 의한 감전의 위험이 있다,작업 전 안전교육,,,
198,대전충남본부,계롱전기사업소,,조명설비 점검,활선부에 의한 감전의 위험이 있다,(급전계통도 교육),,,
199,대전충남본부,계롱전기사업소,,조명설비 점검,활선부에 의한 감전의 위험이 있다,작업 전 검전기로 단전여부 확인,,,
200,대전충남본부,계롱전기사업소,,조명설비 점검,활선부에 의한 감전의 위험이 있다,단전확인 전 작업금지,,,
201,대전충남본부,계롱전기사업소,,조명설비 점검,활선부에 의한 감전의 위험이 있다,절연장갑 등 안전보호구 착용,,,
202,대전충남본부,계롱전기사업소,,조명설비 점검,선로변 이동 중 레일에 걸려 전도의 위험이 있다.,작업 전 안전교육 시행,,,
